current_location	address	registration	user_id	mail	residence	name	job	username	company	blood_group	ssn	station_ID
(Decimal('-34.1943265'), Decimal('110.336406'))	"Pátio Henrique Correia, 83
Conjunto Capitão Eduardo
65396477 Lima do Oeste / AL"	11 May 2021	346	leonardomarques@gmail.com		Mariane Freitas		andradecalebe	Correia	B-	92410653898	482
(Decimal('19.746153'), Decimal('110.944456'))	徳島県山武郡九十九里町勝どき6丁目20番7号 南赤田シティ720	05/03/2019, 00:00:00	1051	hanako52@hotmail.com		山口 花子		fujitasotaro	橋本保険有限会社	B+	396-59-9098	1
(Decimal('-6.5639535'), Decimal('-40.650367'))	"Borgo Flora, 361
24027, Gavarno Rinnovata (BG)"	2021-11-04	1162	elladiocorradi@tele2.it		Angelina Lancisi		marissabonaventura	Maccanelli-Mattarella SPA	AB-	PPIDRN02B20B379Z	265
		04/03/2024, 00:00:00	613	milena55@hotmail.de		Maximilian Dobes B.A.	Mechaniker	cathleenstadelmann	Ruppert GmbH & Co. KGaA	B-	102-33-8947	19
(Decimal('-33.467510'), Decimal('-40.297399'))	"3564 Ross Rest Apt. 819
West Laura, PR 36723"	10/11/2020, 00:00:00	1165	ronaldjohnson@yahoo.com		Mark Wilcox		stephanie35	Hall Ltd	B-	410-74-3828	366
(Decimal('-20.2183855'), Decimal('-63.163616'))	長野県袖ケ浦市幸手26丁目7番13号 脚折パレス194	04 Feb 2021	88	snakajima@gmail.com		中島 康弘		phashimoto	株式会社山田印刷	O+	448-31-8866	121
(Decimal('9.109290'), Decimal('49.993060'))	"4668 Mcdaniel Landing
Royhaven, OK 76746"	12/02/2022, 00:00:00	1713	donald62@yahoo.com		Curtis Lewis	IT consultant	brownstacey	Reynolds Inc	O-	663-46-6270	323
(Decimal('-65.482870'), Decimal('50.941650'))	山口県東久留米市東三島4丁目23番19号 芝公園クレスト163	2020/12/05	1738	satomihayashi@gmail.com		伊藤 涼平		shimizuyuki	田中鉱業株式会社	B-	149-70-0103	632
(Decimal('-44.7021815'), Decimal('97.509572'))	秋田県東大和市外国府間37丁目4番18号 睦パレス760	07/27/2019, 00:00:00	1938	gnakamura@hotmail.com		松本 裕太		ryosuketakahashi	有限会社太田運輸	A-	115-18-9055	599
(Decimal('32.6460055'), Decimal('-174.173675'))	"Reimar-Jacob-Allee 86/30
44720 Böblingen"	05 Oct 2022	962	reinhart69@hotmail.de		Herr Serge Neuschäfer B.Eng.		pbeyer	Nerger GmbH & Co. OHG	O+	589-36-6546	412
(Decimal('61.7809145'), Decimal('140.301161'))	"Via Fiorenzo, 999
17056, Cengio (SV)"	2024/10/07	1670	viscontifabrizio@gmail.com		Alberico Gibilisco		olivettilodovico	Morricone, Ferretti e Pirelli e figli	O-	MRTRNT63D41C879B	614
(Decimal('-23.4279905'), Decimal('107.066003'))	秋田県港区幸手39丁目18番14号 港南シャルム999	09/17/2024, 00:00:00	1432	mituru99@gmail.com		高橋 あすか	裁判官	chiyo73	株式会社松本運輸	A-	655-61-1547	475
(Decimal('-21.9708655'), Decimal('-98.573397'))	"Lago Alice Fogaça, 59
Santa Branca
88749488 Guerra da Praia / AM"	2020-10-03	1505	limacamila@gmail.com		Emanuelly Silveira		onogueira	Moreira	B+	87692013403	9
(Decimal('-46.931179'), Decimal('1.677130'))	"Lagoa de Martins
Vila Nova Paraíso
73597840 Nascimento / RR"	06/07/2019, 00:00:00	740	hcunha@yahoo.com.br		Henrique Garcia	Empresário	enrico56	Abreu	O+	72684051976	263
(Decimal('57.6889435'), Decimal('25.434315'))	千葉県杉並区池之端28丁目17番13号	2025-07-29	782	miki93@gmail.com		加藤 充	高等学校教員	hasegawamaaya	合同会社山本運輸	O+	339-10-3652	346
	"Stretto Guglielmi, 61 Appartamento 6
56035, Spinelli (PI)"	07 Jul 2020	2066	cassandra52@yahoo.com		Ezio Togliatti	Presenter, broadcasting	cesaresraffa	Grisoni s.r.l.	O-	DRGTLC54M51B381Q	247
(Decimal('58.6390945'), Decimal('57.048565'))	"450 Hoover Trail Apt. 980
East Kennethburgh, IN 85720"	10 Nov 2019	333	prattandrew@gmail.com		Jaime Mercer	Systems developer	aroth	Alexander PLC	B+	139-93-1407	254
(Decimal('-33.372397'), Decimal('-162.420064'))	"Borgo Cassarà, 545 Appartamento 7
40139, Bologna (BO)"	05/28/2024, 00:00:00	2061	rgiradello@alice.it		Dott. Greca Niggli		cendronpomponio	Basadonna Group	A-	BTTBRR66R16G861F	168
(Decimal('26.863072'), Decimal('55.026616'))	"Veronique-Mentzel-Gasse 4944
80184 Rosenheim"	14 Aug 2019	1916	thilowulf@aol.de		Carina Röhrdanz B.Eng.		kathy34	Sontag GmbH	O-	541-12-3719	84
(Decimal('87.040461'), Decimal('-71.026892'))	"Rua de Alves, 9
Marçola
92606-921 Duarte das Pedras / TO"	2025/04/17	1772	nogueiraalice@bol.com.br		Olívia Nunes		josuepeixoto	Câmara Souza S.A.	A+	24976305180	14
(Decimal('-77.176940'), Decimal('24.165349'))	"Colônia Vitor Gabriel Castro, 25
Comiteco
26814-656 Macedo do Amparo / RR"	29 Apr 2023	715	benicio06@ig.com.br		Kaique Rocha	Mensageiro	rezendeisabela	Pastor - ME	AB-	50712869395	409
(Decimal('-75.0805715'), Decimal('-30.170239'))		2023-06-07	1979	afreitas@uol.com.br		Sra. Manuela Pacheco		gabriela76	Melo	B+	09512463806	453
(Decimal('22.2190565'), Decimal('-170.005415'))	"Lagoa Pastor, 77
Vila Da Amizade
74041846 Sá de Pacheco / ES"	2025/04/02	582	nascimentomatheus@ig.com.br		Maria Luiza Macedo		ryan83	Albuquerque	O+	40238659747	93
(Decimal('17.031290'), Decimal('-11.288215'))	"Via Tropea, 9 Appartamento 9
90031, Belmonte Mezzagno (PA)"	26 Nov 2019	1126	ermanno18@alice.it		Ludovico Anguillara		albertopavarotti	Crespi SPA	A+	PRNLCU44L44C561X	454
(Decimal('2.549673'), Decimal('-36.280851'))	"Chácara Ana Lívia Cirino, 5
Santa Rosa
30572-183 Lima / RS"	06/02/2020, 00:00:00	1270	josebarbosa@uol.com.br		Benício Almeida	Office-boy	joao-gabrielda-rosa	Novaes	A-	07632418571	239
(Decimal('33.4500085'), Decimal('133.312181'))	"Weitzelring 9
92805 Konstanz"	2024/11/23	1740	birgittaruppert@googlemail.com		Lilian Kade	Drogist	loosnick	Gehringer	O+	900-41-6178	29
(Decimal('42.6799015'), Decimal('18.027053'))	"917 Stone Junctions
Stephenshire, WV 29794"	2020/11/17	1165	johnsonolivia@hotmail.com		Anthony Nelson		andrewstein	Lee, Sanders and Barber	A+	631-62-8271	115
	"87406 Mercado Expressway
New Samantha, AL 80405"	02/09/2023, 00:00:00	1530	dixonrachel@hotmail.com		Wayne Baker		joneswhitney	Brown-Jones	AB-	801-29-0889	492
(Decimal('-48.778275'), Decimal('-96.300799'))	"Henschelweg 4842
76284 Oranienburg"	27 Jan 2024	480	dietlindhesse@gmx.de		Univ.Prof. Arthur Hering	Informatiker	anneliese04	Gutknecht	B+	684-12-6868	20
(Decimal('-21.8905975'), Decimal('-48.568131'))	"Rodovia Isadora Viana, 4
Beira Linha
78525-881 Jesus de Nascimento / AL"	07 Feb 2022	1425	isaac63@uol.com.br		Anthony Aragão		caldeiraenrico	da Paz das Neves e Filhos	O+	76923418003	41
(Decimal('-13.738296'), Decimal('-33.730487'))	"Ivana-Mielcarek-Gasse 84-26
59076 Auerbach"	2024-04-07	933	vweitzel@web.de		Jelena Drubin	Augenoptiker	jacquelinestriebitz	Lübs	A+	269-09-2302	340
(Decimal('-37.637219'), Decimal('-81.851350'))	"Jardim Almeida, 719
Varzea Da Palma
27746-128 Jesus de Peixoto / MA"	2022-01-31	2034	julia42@gmail.com		Srta. Emilly Aparecida		otavio05	da Cunha	AB+	41263705871	308
(Decimal('-19.490413'), Decimal('48.066743'))	群馬県長生郡長生村木立7丁目18番1号	18 Feb 2021	1958	ztanaka@gmail.com		加藤 浩		sakamototsubasa	株式会社田中銀行	B-	091-07-5990	205
	"Stretto Petrucci, 68 Piano 7
37056, Valmorsel (VR)"	27 Dec 2018	1697	sfranscini@libero.it		Antonella Turci	Financial manager	upizziol	Priuli, Giolitti e Montanelli SPA	O-	BBGDMC74L69H406S	279
(Decimal('28.582991'), Decimal('-5.404921'))	栃木県大網白里市平須賀33丁目21番15号 シティ白金台942	01/08/2021, 00:00:00	1837	tanakayoichi@yahoo.com		伊藤 京助		gtanaka	有限会社佐々木ガス	B+	206-89-6668	220
(Decimal('11.327390'), Decimal('-28.426531'))	"123 Jared Plains Apt. 846
North Cindyside, CA 84969"	02/16/2019, 00:00:00	515	rayala@gmail.com		Justin Hunt	Local government officer	hmonroe	Ruiz LLC	AB-	669-34-4098	681
(Decimal('71.8563715'), Decimal('-136.886265'))	宮城県練馬区湯本塩原7丁目8番10号 シティ上野桜木481	2019-02-17	1734	maaya57@gmail.com		佐藤 裕樹		bmatsumoto	株式会社池田食品	B-	371-96-4348	663
(Decimal('86.2249545'), Decimal('47.241017'))		2020/07/28	1132	qpoelitz@hotmail.de		Svetlana Wernecke-Lachmann		helen43	Kranz OHG mbH	AB-	477-73-1586	442
(Decimal('59.224855'), Decimal('135.938120'))	秋田県江東区天神島33丁目12番5号 シャルム百村103	15 Sep 2023	5	naokikato@hotmail.com		高橋 拓真		kaori62	中村印刷株式会社	O-	507-68-7537	283
(Decimal('-39.231090'), Decimal('170.094611'))	"Vicolo Guglielmo, 536 Appartamento 8
55010, Lappato (LU)"	22 Sep 2021	432	tina42@virgilio.it		Raffaellino Bianchi	Network engineer	tonicanali	Trevisan-Belletini SPA	B+	NCLRSN25M17F532K	571
(Decimal('-8.4478795'), Decimal('-99.842894'))	"63068 Joshua Village
Brookstown, CT 35645"	2024/02/24	1228	wattsadam@hotmail.com		Ronald Carter	Biomedical engineer	alexmartinez	Sandoval, Roman and Brown	A-	753-10-5901	526
(Decimal('66.4037225'), Decimal('134.971040'))		13 Mar 2021	123	morrowmichelle@hotmail.com		Sandra Lynch		adamhall	Johnson-Mccoy	O-	807-86-6849	331
(Decimal('-62.138509'), Decimal('14.092230'))	"Guteweg 13-39
83848 Perleberg"	2018-10-01	487	doerschnerconrad@googlemail.com		Dipl.-Ing. Agata Schacht	Drogist	reimerbenthin	Seidel	B-	957-35-6840	204
(Decimal('-6.7332235'), Decimal('-87.827678'))	"Área Lucas Gabriel Cavalcante, 63
Paraíso
37552115 Albuquerque / RJ"	01 Oct 2020	696	camargojoao-vitor@yahoo.com.br		Heitor Abreu	Peixeiro	benjaminbarbosa	Martins S/A	A+	56124370999	522
(Decimal('9.8808385'), Decimal('7.142482'))	"Contrada Togliatti, 75 Piano 3
62017, Porto Recanati (MC)"	2020/04/18	1798	zaccardoermenegildo@vodafone.it		Costanzo Aporti		luchinoromagnoli	Zanzi e figli	AB-	MNNFBA05B43E028V	297
(Decimal('44.3175555'), Decimal('-24.079051'))	"Contrada Elisa, 11 Appartamento 10
88054, Sersale (CZ)"	11/07/2018, 00:00:00	632	sattaottavio@outlook.com		Sig. Azeglio Petralli		azeglio24	Desio-Orsini Group	O-	MCCGCH37A50G429Y	434
(Decimal('-72.551665'), Decimal('5.305517'))	"9928 Debra Corners
Allenmouth, DE 02604"	03 Nov 2024	603	hernandezstephanie@hotmail.com		Robert Mcdonald		lvargas	Miller-Stephens	A+	391-45-0514	431
(Decimal('88.067379'), Decimal('-137.185627'))	宮崎県福生市卯の里41丁目2番14号	08/03/2024, 00:00:00	2141	tsubasaota@hotmail.com		森 陽一	農家	ckondo	株式会社佐藤電気	B+	659-33-3666	520
(Decimal('-37.2432345'), Decimal('63.055028'))	大阪府豊島区東大和町10丁目2番3号	03/18/2024, 00:00:00	1138	harukamori@yahoo.com		木村 康弘	ゲームクリエイター	yasuhiro41	株式会社佐々木情報	AB+	697-72-0963	456
(Decimal('-78.598058'), Decimal('178.025694'))	"272 Johnson Centers
Port Janet, WY 35402"	01/21/2020, 00:00:00	783	yvonne35@gmail.com		Regina Burnett		justin00	Williams-Brown	AB-	307-12-9243	600
(Decimal('-49.2941625'), Decimal('177.886078'))	"Peter-Dussen van-Gasse 73
44995 Bad Freienwalde"	03/09/2020, 00:00:00	1334	wiekute@hotmail.de		Univ.Prof. Zehra Müller B.Eng.	Bäcker	grzegorz92	Eimer	O-	913-64-4708	306
(Decimal('25.6192125'), Decimal('151.512091'))	富山県我孫子市湯本塩原26丁目21番12号	2018-11-06	281	kenichi07@gmail.com		高橋 くみ子		bito	株式会社橋本運輸	O-	490-16-3123	723
(Decimal('65.357560'), Decimal('22.603179'))	"Estação de Cassiano, 10
Castelo
95873390 Araújo de da Mota / ES"	03/17/2025, 00:00:00	1888	aduarte@hotmail.com		João Gabriel Cassiano		lucas-gabriel58	Cunha S.A.	O-	90825413605	396
(Decimal('-66.256974'), Decimal('37.060381'))		2025-01-15	731	cbaehr@gmail.com		Gerfried Hecker		mreising	Dörr GmbH	AB-	921-49-5420	413
(Decimal('-42.740037'), Decimal('177.714537'))		2023-04-03	573	priscilla67@outlook.com		Alderano Renault		vincentio74	Marazzi, Cuda e Polani Group	AB+	PRCTNO27R57C133C	384
(Decimal('-32.0321325'), Decimal('177.793864'))		06 Nov 2018	588	barbosarafaela@ig.com.br		Vicente Oliveira		marquesenrico	Cirino	AB-	54102786902	544
(Decimal('-78.6348675'), Decimal('-111.487481'))	"19859 Perry Mission
South Derekshire, ND 09712"	2022-03-07	1035	johnstonjuan@hotmail.com		Natasha Stewart		forbeskeith	Patrick, Robinson and Hart	O-	731-82-2383	722
(Decimal('-48.3925415'), Decimal('47.686224'))	"Frieder-van der Dussen-Platz 29/48
00800 Sondershausen"	09 Dec 2024	1672	karina88@gmx.de		Ing. Mina Köster B.A.		jacobi-jaeckellilli	Eberth GbR	O+	221-38-6295	297
(Decimal('-46.6593165'), Decimal('-8.381246'))		2020/06/24	2153	yosukesato@gmail.com		山下 亮介		nanaminishimura	佐藤印刷有限会社	A-	652-76-1814	655
(Decimal('0.157831'), Decimal('-34.727541'))	"7233 Farmer Shores
Adrianberg, GA 16721"	2019/07/19	3	owagner@hotmail.com		Dr. Sean Graves	Commercial horticulturist	rachelpeck	Oneill Group	AB-	335-38-8787	454
(Decimal('50.629139'), Decimal('-95.944075'))	"Via de das Neves, 27
Prado
42826416 Peixoto da Mata / RR"	02/19/2019, 00:00:00	2139	isaque42@uol.com.br		Sr. Valentim Sousa		fduarte	Castro	A+	24798605158	193
(Decimal('66.501860'), Decimal('-133.179338'))	高知県世田谷区千塚15丁目15番4号 ハイツ勝どき870	2023/06/06	276	kaorisato@hotmail.com		高橋 くみ子		hiroshi61	加藤ガス株式会社	AB-	765-68-6098	215
(Decimal('-40.487100'), Decimal('-97.167115'))	岐阜県鎌ケ谷市丸の内13丁目15番9号 土沢アーバン383	2023-06-02	219	watanabenaoki@yahoo.com		橋本 春香		yumikoinoue	株式会社伊藤印刷	B-	201-58-0185	239
(Decimal('81.676394'), Decimal('-45.584314'))	"Vicolo Ariosto, 93 Piano 6
25062, San Vigilio (BS)"	2025/07/23	481	eborgia@outlook.com		Alessia Iacovelli		arnaldocesaroni	Vento-Curci SPA	O-	DGLRSN42L31H826Q	598
(Decimal('-45.179460'), Decimal('-91.486519'))		08 May 2022	1633	taichi91@gmail.com		坂本 充		ckimura	有限会社青木農林	O+	305-20-5408	253
(Decimal('-59.387142'), Decimal('34.127242'))	"Travessa Maria Isis Costela, 30
Vila São Rafael
58403-151 Melo do Sul / AC"	22 Dec 2023	157	ana-laura00@ig.com.br		Calebe Moreira		rleao	Correia	AB+	51687043957	31
(Decimal('-5.510519'), Decimal('30.813586'))		2021-02-20	1129	ritapavanello@live.com		Ranieri Aporti		francesca91	Sabatini, Boccioni e Vespucci e figli	AB+	MRZSVD05B60E674H	496
(Decimal('29.989438'), Decimal('-98.380049'))	"Borgo Annibale, 51
26019, Vailate (CR)"	01/23/2020, 00:00:00	200	gelliettore@gmail.com		Stefani Monaco-Boccaccio	Amenity horticulturist	wgolino	Barsanti Group	A-	BRNLSS86P57I649U	151
(Decimal('-65.9087555'), Decimal('-49.288101'))	広島県神津島村池之端38丁目7番15号 台場パレス723	07/02/2023, 00:00:00	985	nakamurayosuke@gmail.com		斉藤 淳	ウェディングプランナー	shoheiito	田中鉱業合同会社	O-	420-70-8614	447
(Decimal('29.069159'), Decimal('-11.956849'))	"Zirmering 4
49072 Schweinfurt"	2021-05-10	265	fluebs@gmail.com		Dr. Gabor Caspar		nicolasbaehr	Stiffel	A+	486-17-6469	542
(Decimal('70.089045'), Decimal('-62.123781'))	"Avenida Aparecida, 2
Planalto
87762-247 Gonçalves / MA"	2019/01/16	519	qgomes@hotmail.com		João Guilherme Guerra		rafael37	Aparecida Santos Ltda.	B-	96245730856	120
(Decimal('80.091541'), Decimal('145.271262'))		09/17/2020, 00:00:00	109	sabrina80@gmail.com		Jesus Mcintosh		ericaburns	Gilbert, Cox and Fuller	AB+	754-03-0865	266
(Decimal('6.4397485'), Decimal('95.386151'))	"Viale Giuliana, 244 Piano 3
00197, Roma (RM)"	05/20/2019, 00:00:00	535	giustinopozzecco@live.com		Emma Zacco	Chartered loss adjuster	maglioluigi	Rossini, Caracciolo e Fanucci s.r.l.	AB+	PSNFRD54M57D137H	253
(Decimal('28.7146365'), Decimal('-172.627905'))	"Etzoldweg 840
15257 Ingolstadt"	2024-02-25	1529	lieschenkallert@googlemail.com		Albina Steckel		kobeltalwina	Döhn KG	B-	640-17-8155	136
(Decimal('1.9429105'), Decimal('-71.277431'))	"Viaduto de Freitas, 96
Santa Tereza
56341865 da Cunha de Minas / CE"	2023-08-12	1238	gjesus@hotmail.com		Gael Sousa	Artista/Técnico em espetáculos de diversões	maparecida	Silveira Fonseca e Filhos	B-	31569487219	152
(Decimal('-73.949697'), Decimal('178.665286'))	"Rotonda Michelangelo, 9 Piano 8
30027, Calvecchia (VE)"	09 Mar 2020	68	boccaccioamanda@poste.it		Barbara Contrafatto		bellovictoria	Veneziano-Ceschi e figli	O+	BNTDIA55M28D718Q	43
(Decimal('52.9070465'), Decimal('132.286908'))	"Avenida de Peixoto, 29
Nova Cintra
06976312 Pastor / SC"	05 Jun 2024	1951	leo54@uol.com.br		Pedro Henrique da Conceição	Vendedor	eduardo91	Ramos Nunes S.A.	AB+	61382794509	79
(Decimal('-41.495800'), Decimal('169.658647'))	"Passarela Moura, 95
Nova Pampulha
53170857 Moura Verde / SE"	2025-06-23	276	maria-flormelo@yahoo.com.br		Apollo Guerra		mendesester	Sousa Moraes - ME	B-	29437851646	723
(Decimal('-68.0223875'), Decimal('-18.817830'))	"Canale Giolitti, 70 Appartamento 73
12026, Piasco (CN)"	02 Jul 2022	1518	pellilauretta@yahoo.com		Piermaria Chiappetta-Mattarella	Scientist, research (life sciences)	paulinaballa	Bellocchio e figli	A-	TMORMN25C16E192E	285
(Decimal('27.3995225'), Decimal('-113.166621'))	山口県山武市鶴ヶ丘16丁目16番3号	29 Aug 2025	253	asato@yahoo.com		阿部 真綾		kenichi80	合同会社阿部保険	B-	366-98-9132	467
(Decimal('63.569038'), Decimal('-175.673046'))	"Travessa Fonseca, 218
Varzea Da Palma
19073338 Rodrigues do Norte / AC"	13 Jun 2023	1912	emonteiro@hotmail.com		Davi Machado		jesusrhavi	Jesus	B+	40518267326	91
(Decimal('-80.8170255'), Decimal('-15.336081'))		2023/01/05	2127	sharonwilson@gmail.com		Sarah Patterson	Designer, blown glass/stained glass	carrlisa	Bond and Sons	O+	158-61-0899	200
(Decimal('23.9028705'), Decimal('59.897047'))		2022-05-08	1857	hidekiinoue@gmail.com		長谷川 加奈	運転士	inouemiki	岡田保険合同会社	A-	168-79-4214	652
(Decimal('48.073424'), Decimal('-114.129147'))	"Loteamento Sophia Pires, 2
Conjunto Taquaril
92949-839 Pastor dos Dourados / MT"	2023-09-08	2126	joao-gabrielsilva@ig.com.br		Rafael Rios		siqueiraeloah	da Cunha	A+	59167324061	646
(Decimal('-77.321020'), Decimal('-171.734719'))		21 Feb 2019	2148	zharrison@hotmail.com		Jacob Johnson		james19	Walker-Joseph	B-	776-55-2178	233
(Decimal('-35.237405'), Decimal('-172.137021'))		2021/07/15	227	fonsecaluna@uol.com.br		Eduardo Costela		otavio37	Aragão Moura - ME	A-	98415607202	352
(Decimal('-44.997162'), Decimal('-172.308525'))	"Sítio Emanuelly Andrade, 99
Outro
47449-994 Lima / RR"	28 Oct 2024	1609	jose-pedro14@uol.com.br		Amanda Vieira		vitor16	Alves	O-	12096743516	113
(Decimal('87.668366'), Decimal('-60.488090'))	"Benthinring 4/6
30466 Nabburg"	2024-03-24	377	meryemrosenow@hotmail.de		Philomena Drewes	Augenoptiker	tintzmannemmy	Weinhold	AB+	005-08-5045	527
(Decimal('-36.2993745'), Decimal('-114.853955'))	北海道横浜市神奈川区中鉢石町8丁目24番2号 コーポ津久戸町240	07/22/2023, 00:00:00	1142	kyosukeyamada@yahoo.com		橋本 治		matsumotokazuya	有限会社鈴木電気	B-	011-84-3040	90
(Decimal('-36.952720'), Decimal('111.652250'))	"Via Amalia, 96
38121, Trento (TN)"	2025-08-09	1533	marisaleoncavallo@tele2.it		Lisa Santi		hcutuli	Faggiani, Nicoletti e Valentino s.r.l.	O+	GNTFST57S46B157W	264
(Decimal('39.8307135'), Decimal('119.277532'))	"5437 Alexis Course Apt. 754
Staciemouth, GU 61358"	2023-09-29	355	elizabeth17@yahoo.com		Derrick Terry	Pharmacist, hospital	melissa73	Estrada-Hicks	B+	754-50-7831	160
(Decimal('45.565381'), Decimal('74.589657'))	"730 Cole Ports
Martinezburgh, FM 07995"	10/01/2024, 00:00:00	2138	riveratonya@hotmail.com		Patrick Lawson		uwhite	Davis LLC	B-	213-77-4043	222
(Decimal('47.635285'), Decimal('179.599477'))	"Piazza Travia, 437 Appartamento 6
16042, Graveglia (GE)"	2021-05-17	600	iantonello@poste.it		Mariano Catenazzi-Prati	Site engineer	jacopo86	Chiesa, Gangemi e Benussi Group	O+	STRCLC93L51I174A	719
(Decimal('88.4727285'), Decimal('114.970050'))	"637 Michael Forges Apt. 552
North Amanda, DE 90239"	12/31/2020, 00:00:00	1221	johnny69@gmail.com		Adam Marshall		sboyd	Kelly, Allen and Johnson	B+	337-93-2698	671
(Decimal('-50.509214'), Decimal('-5.771544'))	"Rotonda Ortese, 784
40054, Bagnarola (BO)"	2018/10/25	717	qlombroso@libero.it		Coriolano Abbagnale		sgiannotti	Martucci Group	B-	FGTPNL18L59G492Q	481
(Decimal('55.9072075'), Decimal('61.083161'))		2023/11/12	38	kellyhanson@yahoo.com		Michael Edwards		williamstom	Lewis, Christian and Johnson	AB+	383-64-4694	186
(Decimal('56.7647225'), Decimal('65.408357'))	"Setor Guilherme Barbosa, 99
Novo Santa Cecilia
39045-630 Barros / PI"	17 Nov 2021	865	henrydias@uol.com.br		Maria Luiza Farias		vda-mata	Nunes	O-	81937650286	388
(Decimal('26.7953555'), Decimal('-7.450252'))	滋賀県調布市柿木沢17丁目8番4号	2020-01-09	812	takahashiatsushi@yahoo.com		山口 直人		nakagawamomoko	木村農林株式会社	O-	270-06-2085	164
(Decimal('72.702680'), Decimal('135.756007'))	"Viale Costanzi, 1 Piano 5
59013, Fornacelle (PO)"	2019/03/19	1040	sismondirosario@libero.it		Lina Stradivari		donatellapertini	Viviani Group	AB+	GNTGRN15T67I875C	527
(Decimal('-66.257845'), Decimal('-146.478537'))	"Viaduto da Cruz, 97
Itatiaia
49849-596 Aparecida Alegre / SP"	17 Sep 2022	1032	otavio96@ig.com.br		Emanuelly Moura		ana-liz57	Dias - EI	O+	50128394714	87
(Decimal('55.1925405'), Decimal('16.276310'))	"Tina-Nette-Straße 1
98494 Tirschenreuth"	17 Feb 2024	1304	josefaseidel@hotmail.de		Sara Henk	Forstwirt	hwesack	Förster Naser KG	B+	303-03-9112	599
